labels	text	cls
O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O O O B_ORG I_ORG I_ORG O O O O B_ORG I_ORG I_ORG O	July 29 – The United States Bureau of Reclamation begins construction of the Link River Dam as part of the Klamath Reclamation Project .	False
B_PER O O O O O	Grimjack '' 11 ( 1985 )	False
B_PER I_PER I_PER I_PER I_PER	Edward Howard ( admiral )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	HHL Leipzig Graduate School of Management	False
O O O O O O O B_ORG I_ORG O O O O	' '' Flow '' ' ( Ft. Plan B ) ( 2008 )	False
B_LOC I_LOC I_LOC	Emirate of Tbilisi	False
O O O O O O O B_ORG I_ORG O B_LOC I_LOC I_LOC I_LOC	Tuesday , October 3 , 1978 at Royals Stadium in Kansas City , Missouri	False
B_LOC I_LOC I_LOC I_LOC	Chah-e Howz-e Karbalai Asadollah	False
B_ORG I_ORG I_ORG O B_LOC	Lanier Technical College , Oakwood	False
B_ORG I_ORG I_ORG O O O O O	Georgia Southern University ( ''women only '' )	False
O O O B_PER I_PER O B_PER I_PER	*Production direction en:: Raul Seixas and Nelson Motta	False
O O O O B_LOC O O B_LOC O	It is found in Rwanda and possibly Kenya .	False
B_LOC I_LOC I_LOC	Frazer , Pennsylvania	False
B_LOC I_LOC I_LOC	Malagasy paradise flycatcher	False
O B_ORG I_ORG I_ORG O O B_LOC I_LOC I_LOC O	Its local government area is the City of Albany .	False
O O O O O B_PER I_PER O O O O O	' '' and explained by Albert Einstein in 1905 '' ' .	False
B_PER I_PER I_PER I_PER I_PER I_PER	Jack Reynolds ( American football )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O O	Ayer Fue Kumbia Kings , Hoy Es Kumbia All Starz '' ( 2006 )	False
O O B_PER I_PER I_PER O O O	Máximo]] and Volador Jr . ( hair )	False
O B_LOC I_LOC O O O O	'' Phyllocnistis argothea '' Meyrick , 1933	False
B_ORG I_ORG I_ORG I_ORG	Barrackpore Government High School	False
B_PER I_PER O O O O O O O	Enrique Lihn – poet , playwright , and novelist	False
O B_LOC O O	'' Nauru '' '	False
B_PER I_PER I_PER O O O O	Subhreet Kaur Ghumman ( 12th position )	False
B_ORG I_ORG I_ORG O O O O O O	Drown In Colour '' ( 10 July 2009 )	False
B_PER I_PER I_PER I_PER I_PER I_PER	Francesco Scipione , marchese di Maffei	False
O O O O O O B_LOC I_LOC O B_LOC O B_LOC O	It is widespread across much of South America from Guyana to Argentina .	False
O O O B_LOC O O O O O O O O O O O B_LOC O	It was in Gwynedd from 1972 to 1996 , and prior to that was in Caernarfonshire .	False
O O O O O O O O O O B_ORG I_ORG O O	It was released as the fifth single from her album En éxtasis '' .	False
O O O O B_LOC O B_LOC O B_LOC O	It is found in China , Korea and Japan .	False
O O O O O O B_PER I_PER O O O O O O O O O	He is married to the writer Susan Hill , who reportedly separated from him in 2015 .	False
B_PER I_PER I_PER	Peter Thomas Hay	False
O B_PER I_PER O O	'' Taylor Swift '' '	False
O O O O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O O B_PER I_PER O	He won by two strokes over Fred Funk , Bernhard Langer , Tom Lehman , and Corey Pavin .	False
O B_ORG I_ORG O	'' MTV Unplugged ''	False
O O O O O B_PER I_PER	' '' ' '' – Wendy Cordero	False
B_LOC I_LOC I_LOC	Lincoln Land District	False
B_PER I_PER I_PER O O O	Thomas S. McMillan ( D )	False
O O B_PER I_PER O O O O B_PER I_PER O O	' '' Ferdi Taygan '' ' ' '' Brian Teacher '' '	False
O O O B_ORG O O O O O O B_ORG O B_LOC O	Before coming to ABC , he was a producer for WCVB-TV in Boston .	False
O O O O O B_PER I_PER O O O B_ORG I_ORG O O O B_ORG I_ORG O	She is a cousin of Dana Perino , co-host of The Five '' , on Fox News .	False
B_PER I_PER O B_PER I_PER	Valeria Sorokina / Nina Vislova	False
O O O O O O O B_LOC O	Before 1945 the area was part of Germany .	False
B_ORG I_ORG O B_ORG O B_LOC I_LOC	Dyckman House on Broadway in Upper Manhattan	False
B_PER I_PER O O O	Alvin Williams ( 7 )	False
B_PER I_PER I_PER I_PER I_PER	Domingo Martínez ( footballer )	False
O B_PER I_PER I_PER O	`` Flowers for Rhino ''	False
B_PER I_PER O O O O	Christopher Hitchens ( awarded posthumously )	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Międzyborze , Greater Poland Voivodeship	False
O O O O O O O O O O O O B_PER I_PER O O B_ORG I_ORG O O O O	*Highest transfer fee received en:: ' '' £2 million '' ' – Des Hamilton , to Newcastle United , March 1997 .	False
O B_ORG I_ORG I_ORG I_ORG O	'' Come Fly with Me ''	False
O O O O O O O O O O O O O O O O O O B_ORG O O	As of May 24 2016 , he makes over $ 7200 ( ~£4900 ) a month from his Patreon page .	False
B_PER I_PER I_PER I_PER I_PER I_PER	Francis II , Holy Roman Emperor	False
B_ORG I_ORG I_ORG	Jurys Inn Birmingham	False
B_LOC I_LOC O O O	White-capped albatross ''Thalassarche steadi ''	False
B_PER I_PER I_PER O O O	Theophilus ben Ananus ( 37–41 )	False
B_PER I_PER I_PER	J. Bob Kelly	False
O B_LOC I_LOC I_LOC O O	** New York City en:: 8,175,133	False
O O O O B_PER I_PER O O	*Most consecutive finals en:: Fred Perry , 5	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O B_ORG O O O O O O O	Robert Randolph and the Family Band — Unclassified '' ( 2004 ) — Sang harmonies	False
B_PER I_PER O O B_ORG	Thomas Edison 's First Phonograph	False
O O O B_ORG I_ORG I_ORG O O O O O	He died in Auckland City Hospital on 27 May 1987 .	False
B_ORG I_ORG I_ORG	Embry–Riddle Aeronautical University	False
O O O O B_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER O	The story continues in The Old Castle 's Other Secret or A Letter From Home .	False
B_PER I_PER O O O	Jean Carnahan ( D )	False
O O O O B_ORG I_ORG I_ORG O	degree in 1892 from Lake Forest University .	False
B_ORG I_ORG I_ORG O O O O B_ORG I_ORG O	Yamatotakeru no mikoto was the son of Emperor Keiko .	False
O O O B_PER I_PER O O O O O O O O	The sequel featured Vinay Pathak reprising his role as the main lead .	False
B_LOC I_LOC I_LOC I_LOC I_LOC	San Juan , Puerto Rico	False
B_LOC I_LOC I_LOC I_LOC	Langrenus ( crater )	False
O B_PER O O O	2–0 Ronaldo ( 85 )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	Dark Reign en:: Rise of the Shadowhand ''	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Members of Polish Sejm 2005-2007	False
O O B_PER I_PER	1769 en:: John Burgoyne	False
O O O O O B_LOC I_LOC O	It is located on the Mullica River .	False
B_PER I_PER I_PER I_PER I_PER I_PER	Sékou Touré ( Ivory Coast )	False
O O B_PER I_PER O O	' '' Adrian Lewis '' '	False
O O O O O O O O O O O O O O O O O O B_PER I_PER O B_ORG I_ORG I_ORG I_ORG O B_ORG I_ORG I_ORG O	' '' ''Years '' ' '' is the debut solo album by Years , a solo project by Ohad Benchetrit of Do Make Say Think and Broken Social Scene .	False
O O O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O O O	As of December 2008 a site belonging to the Royal Thai Army has been found but has not yet been confirmed .	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Springville Township , Susquehanna County , Pennsylvania	False
B_PER I_PER I_PER I_PER	Princess Kako of Akishino	False
O O O O O B_ORG I_ORG O	It implemented recommendations of the Law Commission .	False
B_LOC I_LOC I_LOC	Câlnic , Gorj	False
O O O O O O B_LOC	''Akko '' ( עַכּוֹ ) en:: Acre	False
O O O O B_LOC O B_ORG O B_LOC O	It is found in Kyrgyzstan , Tadjikistan and Afghanistan .	False
B_PER I_PER O B_PER I_PER	Miloslav HamrRudolf KarlecekVaclav Bohumil Váňa	False
B_LOC I_LOC O O O O	Crested guineafowl , ' '' '	False
B_LOC I_LOC I_LOC	Yamalo-Nenets Autonomous Okrug	False
O O O O O B_PER I_PER I_PER I_PER	'' December 4 '' – The First Hundred Years	False
B_ORG I_ORG I_ORG I_ORG O	Tokyo Xtreme Racer Drift ''	False
O O O O B_ORG I_ORG I_ORG I_ORG O	He was educated at University College , Cardiff .	False
B_ORG I_ORG I_ORG B_PER I_PER O	Air Chief Marshal Chris Moran 1997-9	False
O B_ORG I_ORG O O O B_PER I_PER O	`` Ayo Technology '' ( featuring Justin Timberlake )	False
O O O O O O B_ORG I_ORG I_ORG I_ORG O B_LOC O O O	There are currently seven ' '' UNESCO World Heritage Sites in Norway '' ' .	False
B_PER I_PER O O O	Carmelo Anthony ( 26 )	False
B_PER I_PER I_PER	Amiga 500 Plus	False
B_ORG I_ORG I_ORG I_ORG	Nee ( band )	False
O O O O O B_ORG I_ORG O O	*September 3 , 1964 en:: Wilderness Act , ,	False
B_PER I_PER I_PER O O O O	Charles H. Kraft [Evangelical] ( 1932 )	False
B_LOC I_LOC I_LOC	Rinns of Islay	False
B_PER O B_PER O B_PER	Rajinikanth , Chiranjeevi , Sripriya	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Clearwater River ( Quebec )	False
O O B_ORG I_ORG I_ORG O B_ORG O	2000 - Rossini 's Rape ( EP )	False
B_ORG I_ORG I_ORG I_ORG	P.S.1 Contemporary Art Center	False
B_ORG I_ORG I_ORG I_ORG I_ORG B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O O O O	70th Intelligence Wing ( later 70th Intelligence , Surveillance and Reconnaissance Wing ) , 16 September 2000 – present	False
O O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG O O O B_LOC I_LOC I_LOC I_LOC O O O O O O	On May 17 , 2010 , TDBFG announced the purchase of The South Financial Group , based in Greenville , South Carolina , for $ 192 million .	False
O O O B_PER I_PER I_PER I_PER O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O O O O O B_ORG I_ORG O B_LOC O	May 6 - J. M. W. Turner 's painting Rain , Steam and Speed - The Great Western Railway '' is first exhibited , at the Royal Academy in London .	False
O O B_PER I_PER O O	' '' Lou Pote '' '	False
B_PER I_PER I_PER I_PER I_PER I_PER O O O	Sir William Airmine , 2nd Baronet ( 1622–1658 )	False
O O B_LOC I_LOC O O	' '' Simpang Renggam '' '	False
B_PER I_PER O O O	Agostino Accorimboni – ''Nitteti ''	False
B_PER I_PER O B_PER I_PER O O	Alexandra Eames ( Kathryn Erbe ) .	False
O O O B_LOC O O O O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG O O O B_ORG I_ORG I_ORG O	He travelled to Afghanistan between 1998 and 1999 and is believed to have spent a year at Al Ghuraba training camp , run by Abu Musab al-Suri .	False
O O O B_PER I_PER	*Best Wishes , Martin Nievera	False
B_ORG I_ORG I_ORG I_ORG I_ORG	New York State Route 296	False
O O B_PER I_PER O O O B_PER I_PER	' '' Ryan Day 10 '' '–7 Drew Henry	False
O O O O O B_LOC O B_LOC O	''Rainforest '' is set in London and Borneo .	False
B_LOC I_LOC I_LOC I_LOC	Vadnais Heights , Minnesota	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Big Bear Lake , California	False
B_ORG O O O O O O	Rijndael en:: 86 positive , 10 negative	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Outline of the Faroe Islands	False
O B_ORG I_ORG I_ORG O	en:: Lithuanian Armed Forces .	False
B_LOC I_LOC I_LOC	Urawa , Saitama	False
O O O O O O B_LOC I_LOC I_LOC O	It is now included in the Drava Statistical Region .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Church of the Savior on Blood	False
O B_LOC I_LOC O	'' Phragmataecia annapurna ''	False
B_LOC I_LOC I_LOC I_LOC I_LOC	List of hundreds of Sweden	False
O O B_ORG O B_ORG	*Format en:: LP , CD	False
B_LOC I_LOC I_LOC O B_LOC	R. Premadasa Stadium , Colombo	False
O O O O O O O B_PER I_PER O B_LOC O B_PER I_PER O B_LOC O	After this he continued his studies with Henri Marteau in Berlin and Lucien Capet in Paris .	False
B_PER I_PER O O O	IT Botham 5 / 41	False
O O O O B_LOC I_LOC I_LOC O O	Three days later the Dutch East Indies capitulated .	False
B_LOC I_LOC I_LOC I_LOC	Deepwater big-eyed worm eel	False
O O O O O O O O O O O B_ORG I_ORG I_ORG O	On November 2 , 2012 , he was traded to the Santa Cruz Warriors .	False
O O B_PER O O O B_PER I_PER O	What if Namor had joined the Fantastic Four ?	False
B_PER I_PER O O O	Tim Easterby ( GB )	False
O B_LOC I_LOC I_LOC O O	204 Salida , Colorado $ 17,252	False
B_LOC I_LOC I_LOC	Kobilje , Kruševac	False
B_LOC I_LOC I_LOC	Abydos , Egypt	False
B_PER I_PER O B_ORG O O	Jamie Foxx - Unpredictable '' ===	False
B_PER I_PER I_PER I_PER I_PER I_PER	Rector of the University of Glasgow	False
B_PER I_PER I_PER	Étienne Léopold Trouvelot	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER	J. T. Smith ( American football )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	The Governor General 's Horse Guards	False
O O B_PER I_PER O O	' '' Vinay Singh '' '	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Communes of the Haut-Rhin département	False
B_LOC I_LOC I_LOC	Timberville , Virginia	False
O B_ORG I_ORG I_ORG O O	'' Pro Wrestling Illustrated '' '	False
O O O O B_ORG I_ORG I_ORG O O O	This was renamed the Royal Radar Establishment in 1957 .	False
B_PER I_PER O O O O O O O O B_PER I_PER O O	Bobby Unser assumed the lead on lap 182 , with Mario Andretti second .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Aguaragüe National Park and Integrated Management Natural Area	False
B_PER I_PER I_PER O O O	Ruganzu II Ndoli ( 1510–1543 )	False
O B_LOC I_LOC O	'' Hexaplex varius ''	False
B_PER I_PER O O O	Hakim Warrick ( 17 )	False
B_PER I_PER O B_PER I_PER	Arnold Ridley as Private Godfrey	False
B_PER I_PER I_PER I_PER I_PER	Ricky Stenhouse , Jr .	False
B_PER I_PER I_PER I_PER I_PER	Al Jackson , Jr .	False
B_PER I_PER O B_PER I_PER O B_PER I_PER O	Robert Young , Margaret Sullavan and Melvyn Douglas .	False
O O B_PER I_PER O O	' '' Harlem Désir '' '	False
B_ORG I_ORG I_ORG O O O O O O O O O O	The Two Ronnies '' ( 1971–1987 , 1991 , 1996 , 2005 )	False
B_PER I_PER I_PER I_PER	Joseph Bonomi the Younger	False
O B_LOC I_LOC O O O O O O O O O O	The United States dominated the competition , winning 52 of 87 medals .	False
B_ORG I_ORG I_ORG I_ORG	He 's So Fine	False
B_ORG I_ORG I_ORG I_ORG I_ORG O	Star Ocean en:: Second Evolution ''	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER	Phil Davies ( rugby union born 1981 )	False
O O O O O O O O O O B_LOC I_LOC O O O B_LOC I_LOC O B_ORG O O B_LOC O O O O O O	She remained there until 21 March when she sailed to Hong Kong , calling at Pearl Harbor , Eniwetok , and Guam on her outward bound passage .	False
B_ORG I_ORG I_ORG I_ORG I_ORG	St. Lucie County Public Schools	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Trade Union Confederation 90 of Slovenia	False
B_LOC I_LOC I_LOC	Montagne , Isère	False
O O O O O B_ORG O	In July 2009 he joined Taranto .	False
O O O O O O O O O B_PER I_PER I_PER I_PER O	Later , he was a disciple of renowned artist K. C. S. Paniker .	False
O O B_LOC O O	' '' Courmes '' '	False
O B_ORG I_ORG O O O O O O	'' Phengaris teleius '' ( Bergstrasser , 1779 )	False
B_ORG I_ORG I_ORG I_ORG O	San Marcos de Arica 2014	False
B_PER I_PER I_PER	Jacob Æmilius Irving	False
B_PER I_PER O O O O O	Ian McDonald ( 1993 - 1998 )	False
B_ORG I_ORG I_ORG I_ORG	Til the Casket Drops	False
B_PER I_PER O O O O O B_PER O O B_LOC I_LOC I_LOC O	Theodosius II , age 2 , becomes consul of the Eastern Roman Empire .	False
B_ORG I_ORG I_ORG I_ORG O	Only What I Feel ''	False
O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	In 1569 construction was started of the Basilica of Santa Maria degli Angeli .	False
B_PER I_PER I_PER O	Trailer Park Boys ''	False
O B_ORG I_ORG O	'' Missing You ''	False
B_PER I_PER I_PER I_PER I_PER	John Jones ( ironmaster )	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Runc River ( Criș )	False
O O O O O O O O O O O O O B_ORG O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O	`` ' '' The Clincher '' ' '' is the second single from Chevelle 's third album This Type of Thinking ( Could Do Us In ) '' .	False
B_LOC I_LOC I_LOC I_LOC	Yakima County , Washington	False
B_ORG I_ORG I_ORG	Multi-storey car park	False
B_LOC O B_LOC O O	Karjat - Pune Passenger .	False
O O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O O O O	The song was also one of the few songs that was written by someone other than Ashford & Simpson , who had written several hit songs for the duo .	False
O O O O B_LOC O O O O O O O O O O O O B_ORG I_ORG O O O O O B_PER I_PER I_PER I_PER O	A large view of London in 14 sheets is dated to 1544 , including a plan of Whitehall Palace , which he remodeled for Henry VIII of England .	False
B_LOC O O O O O O	Charenton misspelled Charentan ( Chapter 9 )	False
B_PER I_PER I_PER O O O O O	George Caleb Bingham ( 1811–1879 ) , painter	False
O O O O O O O O O O O O B_PER I_PER I_PER O	In this position he became an educator , and his students included Gottfried Heinrich Stölzel .	False
B_LOC I_LOC I_LOC I_LOC	Gródek , Zwoleń County	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC O O O	Euclid Township , Cuyahoga County , Ohio ( defunct )	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Cinema of the Soviet Union	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Vijay Pur , Jammu and Kashmir	False
B_LOC O B_LOC I_LOC I_LOC	Galway , Republic of Ireland	False
B_PER I_PER I_PER I_PER I_PER	John Meier ( politician )	False
O B_LOC I_LOC O O O O O O B_ORG I_ORG I_ORG O B_LOC O B_LOC O O O O	The Appalachian Trail , a 2,170-mile ( 3,500-km ) National Scenic Trail from Georgia to Maine , crosses Mt .	False
B_PER I_PER O O O	Giancarlo Maldonado ( 2010 )	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER O O O	Francis Gerald Agar-Robartes , 7th Viscount Clifden ( 1883–1966 )	False
O O O O O O O O O O O O B_ORG O O O O O	As a result of this he was jailed and later transferred to Danzig where he was prosecuted .	False
O B_LOC I_LOC I_LOC I_LOC O O O O	'' `` Eucosma '' rigens '' Meyrick , 1938	False
B_PER I_PER O O	Nalo Hopkinson , writer	False
O O B_PER I_PER O O	' '' Natalie Imbruglia '' '	False
B_LOC I_LOC I_LOC	Thebes , Greece	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Manitou and Pike 's Peak Railway	False
O O B_PER I_PER I_PER	`` by Karl Edward Wagner	False
B_PER I_PER O O O O O	Ricardo Cano '' ( First Round )	False
B_LOC I_LOC I_LOC I_LOC O B_PER I_PER I_PER I_PER I_PER O O O O O	Washington , D.C . en:: Review and Herald Publishing Association , 1958 , 1980 .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	SV Zulte Waregem ( women )	False
B_LOC I_LOC I_LOC	Guerrero , Coahuila	False
B_ORG I_ORG I_ORG I_ORG	Squadron ( aviation )	False
O O O O O O O B_ORG I_ORG I_ORG O B_LOC O	He also won he title at the 2015 European Games in Baku .	False
O O O O B_LOC I_LOC O	It is located within Central Province .	False
B_PER I_PER O O O O O O O B_ORG O O O O O O O O O O O O	Manavala Mamunigal is believed to have performed enunciation of Thirupavai '' at this place on the request of his disciple Erumbiappa .	False
O B_ORG I_ORG I_ORG O O O O	'' Beyond Elysian Fields '' ( 2004 )	False
O O B_PER I_PER O O	' '' Sebastián Porto '' '	False
O O O O O O O O O O O O O O O O B_LOC I_LOC O	''Pizarro '' disappeared between March 7 and 9 in 1859 while attempting to sail westwards around Cape Horn .	False
O O O B_ORG I_ORG I_ORG O O O	He joined the University of Ceylon in 1947 .	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Roman Catholic Diocese of Mandeville	False
B_PER I_PER I_PER O	Buck , Pearl .	False
B_ORG I_ORG I_ORG O O O O O O O O O O	Religious Studies Review '' , Oct 2003 volume 29 , page 353 .	False
B_PER I_PER O O O	Chaim Nahum ( 1925–1960 )	False
B_ORG I_ORG O B_ORG I_ORG O O O O O	Compass Airlines and Endeavor Air have their headquarters nearby .	False
O O O O B_LOC I_LOC O	It is located within Northern Province .	False
O O B_PER I_PER O O	' '' Clive Hannaford '' '*	False
B_LOC I_LOC I_LOC	Fréville , Vosges	False
B_ORG I_ORG I_ORG O B_PER I_PER O B_PER I_PER	2000 Rookie Draft en:: Ben Haynes , James Podsiadly	False
O O O O B_PER I_PER	' '' ' '' Roberto Gleria	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Lists of wind farms by country	False
B_PER I_PER O B_ORG O O O O B_ORG I_ORG O O O O O B_ORG I_ORG I_ORG	Jordan Todman - NFL running back for the Pittsburgh Steelers , played running back for University of Connecticut	False
B_LOC I_LOC I_LOC	Heydarabad , Naqadeh	False
B_LOC I_LOC I_LOC	Markopoulo , Cephalonia	False
O B_ORG I_ORG O B_PER	*2005 Delirious ? , Hillsong	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Communes of the Eure department	False
B_PER I_PER O B_PER O B_PER I_PER	Arun Govil , Tanuja , Amjad Khan	False
B_LOC I_LOC O O O O B_LOC O O O O O	Louisiana Purchase , 1803 , from France , for $ 15,000,000 .	False
B_ORG O B_ORG O O O O O	Santos and Náutico enter in this stage .	False
O O B_ORG I_ORG O O	' '' Servite College '' '	False
O O O O O O O O O O O O O B_ORG I_ORG I_ORG O	He was considered one of the top prospects at his position in the 2013 NFL Draft .	False
O B_LOC I_LOC O	'' Chrysoritis zeuxo ''	False
B_ORG I_ORG I_ORG I_ORG O	Moon Embracing the Sun ''	False
B_ORG I_ORG O O O	Örgryte IS ( 2 )	False
B_PER I_PER O B_PER I_PER O O O	Howard Eisley , John Stockton ( 7 )	False
B_ORG I_ORG O O O O O O O O O	FM stereo allows left and right channels to be transmitted .	False
O O B_PER I_PER O O O O	' '' Ramesh Krishnan '' ' 6–4 6–0	False
O B_ORG I_ORG I_ORG O	'' Keeble v Hickeringill ''	False
B_ORG I_ORG I_ORG I_ORG	Royal Navy of Oman	False
B_LOC I_LOC I_LOC	Villa del Río	False
O O O O O O B_LOC O	She currently lives and works in Berlin .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Lyric Theatre ( Kansas City , Missouri )	False
O O O O B_LOC O B_ORG I_ORG O B_LOC O	He was born in Telečka , Zapadna Bačka , Serbia .	False
O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O O O	*MacLaren 's Pub — How I Met Your Mother '' ( 2005 )	False
B_ORG I_ORG I_ORG I_ORG	Islamic Commission of Spain	False
B_LOC I_LOC I_LOC	Qaleh-ye Dezh Nargesi	False
B_LOC I_LOC I_LOC	Borough of Hartlepool	False
O O B_LOC I_LOC O	** '' Brachychiton discolor ''	False
O O O O O O B_PER I_PER O O O O O O O O O	*Most consecutive 20-or-more goal seasons en:: Gordie Howe , ' '' 22 '' ' ( 1949–1971 )	False
B_PER I_PER O O O	Paul Pierce ( 34 )	False
O B_ORG O O O B_LOC I_LOC O B_LOC O O O O O B_ORG O	'' A47 '' ' - Great Yarmouth to Birmingham ( partially reclassified as the B4114 )	False
O O B_PER I_PER O O	' '' Max Hopp '' '	False
O O O O O O O O O B_LOC O O O O O O O O B_LOC I_LOC O	It is also their third top twenty hit in Canada , and their third top forty hit in New Zealand .	False
O O O O B_LOC O B_LOC O B_LOC O B_LOC O	It is known from Belize , Guatemala , Honduras and Mexico .	False
O O O O O O O B_ORG I_ORG I_ORG O B_LOC O B_LOC O O O O O O O	The 1998 competition was held at the Joe Louis Arena in Detroit , Michigan from October 29 to November 1 .	False
O O O O O O B_LOC I_LOC O B_LOC O	He was born and raised in San Diego , California .	False
O O O O B_LOC I_LOC O O O O	36 was displayed at St. Petersburg in April 1911 .	False
B_PER I_PER I_PER I_PER	Séverine ( singer )	False
O O O O O O O O O B_ORG O O O O O O O B_ORG O O O O O O O O O O	It would be another 80 years however , before Scotland played their first full match , against Surrey in 1865 , where they won by 172 runs .	False
B_ORG I_ORG I_ORG I_ORG	St Frideswide 's Church	False
O O O O O B_ORG I_ORG I_ORG I_ORG O O B_PER I_PER I_PER I_PER I_PER I_PER O	He also served as a Senator of the Republic and as Governor of the State of Tabasco .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Musée d'Art Moderne de la Ville de Paris	False
B_PER I_PER O B_PER I_PER	Ildikó Pusztai , Gertrúd Stefanek	False
B_PER I_PER I_PER O O O	Thomas F. Bayard ( D-DE )	False
O O B_PER I_PER O O	' '' Victor Obinna '' '	False
B_LOC I_LOC O B_ORG O B_LOC	Latrobe Valley / Morwell / Traralgon	False
B_ORG I_ORG I_ORG I_ORG O O O O	Performance of the Night ( One time )	False
O O O O O O O O O O B_LOC I_LOC O	She served until 1968 , when she was scrapped in Hong Kong .	False
B_LOC I_LOC I_LOC I_LOC	Cedar Mill , Oregon	False
O O B_LOC O O	' '' Belize '' '	False
B_PER I_PER I_PER	Roy Edward Dodds	False
O B_ORG I_ORG I_ORG I_ORG O O O O	'' The Voice of Holland '' ( 2010-present )	False
B_PER I_PER I_PER	Spencer J. Condie	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Australasian Society for Experimental Psychology	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Belfast Victoria ( UK Parliament constituency )	False
B_ORG I_ORG I_ORG I_ORG I_ORG	New York State Route 78	False
B_PER I_PER O O O	Tyreke Evans ( 5 )	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Allendale Charter Township , Michigan	False
O O O O O O O O O B_ORG I_ORG O	In 2012 he was elected a Fellow of the British Academy .	False
B_ORG I_ORG I_ORG O O O	Centro Escolar University ( 205.5 )	False
O B_ORG I_ORG O O O O O O	'' Space Gamer '' 72 ( Jan. 1985 )	False
B_LOC I_LOC O B_LOC I_LOC I_LOC O O	Donji Vakuf , Bosnia and Herzegovina since 2002	False
B_PER I_PER I_PER O O	Friedrich Wilhelm Kuhnert , painter	False
O O O O B_PER I_PER	The Complete Works of Charles Dickens	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Roman Catholic Archdiocese of Aracaju	False
O O B_LOC O O	' '' Missouri '' '	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	Once Upon a Time ... Life ''	False
B_LOC O O O O O O	Ashwaubenon ( part , population 907 )	False
O O O B_PER I_PER O O O O O	Quarterfinal — Defeated Ian Clyde ( CAN ) , en:5:0	False
O O B_ORG I_ORG I_ORG O O O B_LOC I_LOC	''tbt* ( Tampa Bay Times ) '' - St. Petersburg	False
O O O O O O O B_PER I_PER O	The episode was written and directed by Tim Minear .	False
B_PER I_PER O O O	Stephen McIvor , 8 .	False
B_ORG I_ORG I_ORG I_ORG I_ORG O O O	Ben Cohen ( disambiguation ) , multiple people	False
O B_ORG I_ORG O	'' @ Midnight ''	False
O B_LOC I_LOC O	'' Blechnum arcuatum ''	False
B_LOC I_LOC O O O	Pennington County ( northeast )	False
B_ORG I_ORG I_ORG O	CSI New York ''	False
