labels	text	cls
O O O O O O O B_ORG I_ORG O O	Neben ''Clydebank '' stiegen auch die Zweitplatzierten Raith Rovers auf .	False
O O O O O B_LOC O O O O O O O B_LOC O B_LOC O O	Am Kulminationspunkt treffen die Grenzen Kasachstans , dessen höchster Gipfel er ist , Kirgisistans und Chinas aufeinander .	False
O O O O B_LOC O B_ORG O O B_LOC O O O	Sie fand westlich von Caesarea im Thema '' von Charsianon am 24 .	False
O O O B_ORG I_ORG O	Mal in Folge SV Neulengbach .	False
O O B_PER I_PER O O	' '' Michael Holm '' '	False
O O B_LOC O B_LOC	Sæby]] , Skagen , Thisted	False
O O O B_LOC O O	** ' '' Blois '' '	False
O B_ORG I_ORG I_ORG O O B_PER I_PER	1979 Off the Wall '' , Michael Jackson	False
O O O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O B_ORG I_ORG O	Im Sommersemester 1998 erhielt er eine Gastprofessur an der Technischen Universität Graz , im Sommersemester 2000 eine solche an der Universität Ljubljana .	False
O O O O O O O O O O O O B_LOC O O O	Obwohl das Gebiet mehrfach vergrößert werden sollte , haben andere Städte wie Llangollen dies zurückgewiesen .	False
B_PER I_PER I_PER O O O O B_PER O B_LOC I_LOC O	Quintus Fabius Vibulanus wird zum dritten Mal Konsul der Römischen Republik .	False
O O O O B_PER I_PER I_PER O B_PER I_PER I_PER I_PER O O O O O O	In dieser Situation wurde Johan de Witt durch Wilhelm Prinz von Oranien als Generalstatthalter der Provinzen abgelöst .	False
O O O O O O O B_ORG O O O O O O O O O O O O O O O	Durch entsprechende Erfolge in den Turnieren der CONCACAF konnte die Mannschaft jedoch bald schon über die Landesgrenzen hinaus auf sich aufmerksam machen .	False
O O O B_LOC O O O O O O O	Das Männerasyl in Enger wurde bis 1974 als Männerheim weitergeführt .	False
O O O O O B_ORG I_ORG O O	Alle drei Schiffe gehörten zur Home Fleet bzw .	False
O O O B_ORG O O O O O O O O O	Dieses Mandat im Kongress konnte er bis zu seinem Tod am 26 .	False
O O O O O O O B_LOC O O O B_LOC I_LOC O	Sie befindet sich sieben Kilometer nördlich von Zlín und gehört zum Okres Zlín .	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Yarmouth ( Nova Scotia )	False
O O O O O B_LOC O B_LOC O O O O B_LOC I_LOC I_LOC O O O O B_LOC I_LOC I_LOC O O O O B_LOC O O O O B_LOC I_LOC O	Das Gemeindegebiet grenzt westlich an Árborg und Ölfus , im Norden an Grímsnes og Grafningur , im Nordosten an Skeiða- og Gnúpverjahreppur , im Osten an Ásahreppur und im Südosten an Rangárþing ytra .	False
O O O B_PER I_PER I_PER O O O O	Ein geplanter Beitrag Achim von Arnims kam nicht zustande .	False
B_PER I_PER O	Maria Tsiartsiani 2	False
O O O O O O O O B_ORG I_ORG O	Von 2008 bis 2010 spielte die Außenangreiferin bei EC Pinheiros .	False
O O B_ORG O O	' '' Champa '' '	False
B_PER I_PER I_PER	Genrich Grigorjewitsch Jagoda	False
B_PER I_PER I_PER I_PER I_PER I_PER	Ricardo Adolfo de la Guardia Arango	False
O O B_LOC O O	' '' Makedonien '' '	False
O O O O O O B_ORG O O O O	Die Gedichte Brainins wurden in russischsprachigen Literaturzeitschriften veröffentlicht , u.a .	False
O O O O B_LOC I_LOC	1 - teilweise im Becker County	False
B_PER I_PER O O O	Norman Rentrop , 26 .	False
O O B_LOC O O O O O O O O O O	** '' Bedotia '' , 9 beschriebene und rund ein Dutzend unbeschriebene Arten	False
B_PER I_PER I_PER I_PER I_PER	Édouard Wawrzyniak ( „Waggi“ )	False
O O O O O B_PER I_PER O	Ihre Ausbildung absolvierte sie bei Valentin Plătăreanu .	False
B_PER I_PER I_PER I_PER	José Ángel Gómez Marchante	False
B_LOC O O O O O O O O O	Trappstadt , ''Markt , '' 1011 Einwohner , 25,80 km²	False
O O O B_PER I_PER O	die Zusammenarbeit mit Helmut Lang .	False
B_PER I_PER I_PER I_PER I_PER	Élisabeth Jacquet de La Guerre	False
O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O	Seit 2005 hält sie eine Professur an der Akademie der Bildenden Künste Nürnberg .	False
O O O B_ORG	Automatische Erstellung einer Sitemap-Datei	False
O O O O B_LOC I_LOC	1 - teilweise im Bayfield County	False
O O O O O O O O O B_PER I_PER O	Dann hatte sie für sieben Jahre eine Beziehung mit Albert Finney .	False
O O O O B_LOC O O	Nach ihm ist der Grothusenkoog benannt .	False
O O B_PER I_PER O O O O O	Ihr Kind Ladislaus Postumus wurde erst am 22 .	False
O O O O O B_LOC O B_LOC O O O O O O O O O O O O	Überwiegend wurden sie daher im Ärmelkanal oder Mittelmeer eingesetzt , in späterer Zeit vor allem als Küstenschutz- und Wachschiffe .	False
B_ORG I_ORG I_ORG I_ORG I_ORG O O O	Blood on the Dance Floor '' - de:4:11	False
O O O B_LOC O O	*** ' '' Holland '' '	False
O O B_PER I_PER O O O	Gedenkstein für Friedrich Ebert auf dem Rudolf-Breitscheid-Platz	False
O O B_ORG I_ORG O O	' '' FC Arsenal '' '	False
O O B_PER I_PER O O	' '' Andrzej Grubba '' '	False
O O O O B_ORG O O O O	Er wurde von den Nationalsozialisten verfolgt und ermordet .	False
B_ORG O O O O O O	2008 – ' '' Südasienmeister '' '	False
B_ORG O O O O	Owens-Illinois , Weltmarktführer für Glasbehälter	False
O O O B_LOC O O	** ' '' Schaumburg-Lippe '' '	False
O O O O B_ORG I_ORG I_ORG I_ORG O O O O O O O	Sein Hauptwerk ist das Große Theater in Warschau , das größte seiner Zeit weltweit .	False
O B_PER I_PER I_PER B_LOC O O O O O O O O O O O B_LOC I_LOC O	Als Iwan der Schreckliche Kasan eroberte , gerieten zum ersten Mal größere nichtrussische Territorien in das Moskauer Reich .	False
O B_ORG I_ORG I_ORG	WEITERLEITUNG Departamento del Meta	False
O O O O O B_LOC O	Heimspielstätte des Clubs ist die Fetissow-Arena .	False
B_ORG I_ORG I_ORG O B_LOC	Stadio Danilo Martelli – Mantua	False
B_PER I_PER O B_ORG I_ORG I_ORG I_ORG I_ORG O O O O B_PER I_PER	Billy Joel - We Didn’t Start the Fire '' , aufgeführt von Billy Joel	False
O O O O O O O O O O O O O O O B_LOC O O	Auf der Flucht vor seinen Gegnern wurde er mit seinen Anhängern in der Nähe der Donau ermordet .	False
O O O O O O O O B_ORG I_ORG O O B_ORG I_ORG O O O	Von 1991 bis 1994 stand er für die Augsburger Panther in der 2. Eishockey-Bundesliga unter Vertrag .	False
O O O O O O O O B_ORG I_ORG O O O	Dort stand er in einem Spiel für die Stuttgarter Kickers im Tor .	False
B_PER I_PER I_PER	Harry B. Hawes	False
O O O O O O O O B_LOC O O O B_ORG I_ORG I_ORG O O B_ORG I_ORG O O O O O O O O O	In den nächsten Jahren spielte er für weitere westfälische Vereine wie den SC Paderborn 07 und den SC Verl , zu dem er im Sommer 2009 wechselte .	False
O O O O O O O O O O O O O O O O O B_ORG O O O O O O O O O O O O O O O	Eine Zwangslage , die zur Anmietung einer überteuerten Wohnung geführt hat , kann nach aktueller Rechtsprechung des Bundesgerichtshofs nicht mehr automatisch angenommen werden , sondern muss im Einzelfall geprüft und belegt werden .	False
B_PER I_PER I_PER	Natalja Benediktowna Lissowskaja	False
O O O B_LOC O O	4 km , Magdeburg ca .	False
O O O O O O B_ORG O O O O O O O	So war sie etwa in der MTV-Show ''Call to Greatness '' zu sehen .	False
B_ORG I_ORG I_ORG I_ORG I_ORG O B_LOC	América FC ( SC ) – Joinville	False
O O O O O O O B_LOC O O	Ebenfalls wurde er in einem Gasthaus in Porsgrunn gesehen .	False
O O O O O O B_ORG I_ORG I_ORG I_ORG O O O O O O O O	In diesem Zeitraum wurde er im NHL Amateur Draft 1977 in der sechsten Runde als insgesamt 102 .	False
O O O O O O O O O O B_ORG I_ORG O O O O O O	Nach abermals zwei Saisons wechselte er zu Beginn 2009 zu Pattaya United wo er ebenfalls Stammtorhüter ist .	False
O O B_ORG I_ORG O O O O O O O O O B_ORG I_ORG O O O O O O	Der letztplatzierte FC Auch stieg in die Pro D2 ab , während der SC Albi aus finanziellen Gründen zwangsrelegiert wurde .	False
O O B_LOC O O	' '' Charakene '' '	False
O O B_ORG I_ORG O O	' '' Radomiak Radom '' '	False
O O O B_PER I_PER I_PER I_PER O	sowie Onkel von Fernando Collor de Mello .	False
O O O B_ORG I_ORG I_ORG I_ORG I_ORG	Aufnahme in die New York Academy of Sciences	False
O O B_LOC O O	' '' Argentinien '' '	False
O O O B_LOC O B_LOC O B_LOC I_LOC I_LOC O B_LOC O B_LOC I_LOC I_LOC O B_LOC O B_LOC O B_LOC O	Die Nachbargemeinden sind Bagnatica , Calcinate , Carobbio degli Angeli , Chiuduno , Costa di Mezzate , Gorlago , Palosco und Telgate .	False
O O O O O B_ORG I_ORG O O O O O	Milchflaschen , die heute durch Tetra Paks oder Folienschläuche verdrängt sind .	False
O O B_LOC O O	' '' Uruguay '' '	False
O O O O O O B_ORG I_ORG O	Heute befindet sich diese Kollektion im British Museum .	False
O O O O B_LOC O O O O B_LOC O	Sein Vater stammte aus Odessa , die Mutter aus Litauen .	False
O O O O O O O O O B_LOC O O O O B_LOC O O	Sie fließt von dort aus in nordöstlicher Richtung nach Gehren , wo sie die Schobse aufnimmt .	False
B_PER O O O O O O O O	Sebastian an der Ecke von Ost- und Nordwand .	False
B_PER I_PER I_PER	Dmitri Minajewitsch Sinodi-Popow	False
O O O O O O B_LOC O O	Es ist die einzige Ortschaft der Landratsgemeinde Orlowschtschina .	False
O O O O O O O B_PER I_PER O O B_LOC I_LOC I_LOC I_LOC I_LOC O B_LOC O	Seit 2010 ist er als Nachfolger von Anna Tibaijuka Geschäftsführer des United Nations Human Settlements Programme in Nairobi .	False
O O O O O O O O O O O O O B_LOC O B_LOC O	In den folgenden Jahren unternahm sie mehrere langandauernde Fahrten und besuchte unter anderem Neuseeland und Australien .	False
O O O O O O O O O O O B_LOC I_LOC I_LOC I_LOC O B_LOC O	Die ' '' Breite Straße '' ' ist eine Straße in Bergen an der Dumme in Niedersachsen .	False
O O B_LOC O O	' '' Neijiang '' '	False
O O O O O B_PER I_PER O	Ab 2004 lief er mit Tatjana Wolossoschar .	False
O O O O O O O B_LOC O B_LOC I_LOC I_LOC O O O B_LOC O	Sie lag etwa 28 Kilometer nordwestlich von Lagaš im Gouvernement Dhi Qar im Süden des Irak .	False
O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Landwehr-Eskadron / XIII. ( Königlich Württembergisches ) Armee-Korps	False
O O B_ORG I_ORG I_ORG I_ORG O	''Details siehe Fußball-Weltmeisterschaft 2006 / Finalrunde ''	False
B_PER I_PER O O O	Friedrich Schiller , 10 .	False
O B_ORG O O O B_PER O O	Der Nationalrat wurde nach dem Verhältniswahlverfahren gewählt .	False
O O O O B_ORG I_ORG I_ORG I_ORG O	2013 ging er zu EHC Red Bull München .	False
O O O O O O O O O B_ORG O	** ''Es gilt sogar für ein solches stets die Identitätsgleichung .	False
O O O O O O O O O O B_LOC O O O O	Dieser war mit über 100 Reitern und 2500 Fußsoldaten über Oswestry nach Mittelwales vorgestoßen .	False
B_PER I_PER I_PER I_PER	L. J. van Zyl	False
O O O O B_PER O O O O O O O	Ausgenommen davon waren die Steinmetzlehrlinge mit einem Arbeitseinsatz von 9 Stunden .	False
O O O O O O O O O O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER O	Gambenmusik für einzelne CD-Projekte schrieben daneben Jazz- , Avantgarde- und Pop-Komponisten wie George Benjamin , Michael Nyman , Elvis Costello , Tan Dun , Alexander Goehr , Gavin Bryars , Barrington Pheloung , Barry Guy und Moondog .	False
O O O O O B_LOC O B_LOC O O B_LOC I_LOC O	Ostwärts führte dieser Weg über Satrup und Sörup bis zur Flensburger Außenförde .	False
B_PER I_PER I_PER	Arnold Matthias Brunckhorst	False
O O O O O O O O O O O O O B_ORG I_ORG I_ORG O O	Die zweite Runde wurde jedoch nach Hin- und Rückspiel mit de:3:7 gegen den BSC Young Boys verloren .	False
O O B_LOC O O	' '' Ruanda '' '	False
O O O B_LOC O O O O B_LOC O O O O B_LOC	60,6 % in Yunnan , 27,3 % in Sichuan , 10,9 % in Guizhou	False
O O O O O O O O O O O B_ORG O O O O O O	Die hierbei identifizierten Kandidaten werden sodann im Rahmen gezielter ' '' Personalentwicklungsmaßnahmen '' ' auf Schlüsselpositionen vorbereitet .	False
O O O O O B_LOC B_LOC O O	Seit 2008 findet es in limburgischen Heerlen statt .	False
B_PER I_PER I_PER	Rudolf Chametowitsch Nurejew	False
O O O O O O O O O O B_LOC O O	In östlicher Richtung kann man bis weit in die Nachbarstadt Essen blicken .	False
O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O	Dieses Ereignis wird auf dem bekannten , häufig im Rahmen von Stichen , reproduzierten Gemälde „Das große Friedensmahl“ von Joachim von Sandrart gezeigt .	False
B_ORG I_ORG I_ORG O B_LOC	Štadión na Sihoti , Trenčín	False
B_ORG I_ORG I_ORG I_ORG	Meiji Yasuda Seimei Hoken	False
O O B_ORG O O O O	Das Kollektiv Anonymous kündigte Protestaktionen an .	False
B_LOC O B_LOC I_LOC O B_LOC	Languedoc-Roussillon , Provence-Alpes-Côte d’Azur , Korsika	False
O O O O O B_LOC B_LOC O B_ORG O	Seit 2011 vertritt er den Bundesstaat Indiana im US-Repräsentantenhaus .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Päpstlicher Rat für die sozialen Kommunikationsmittel	False
B_PER I_PER I_PER I_PER I_PER	François de Poilly der Ältere	False
O O O O O B_LOC O O O O O O	Er liegt auf dem sogenannten Jubiläumsgrat und bildet seinen östlichen Endpunkt .	False
B_PER I_PER I_PER	Iamblichos von Chalkis	False
O B_LOC O O O O O	In Innsbruck gibt es die ''Haymongasse ''	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Windsor ( Nova Scotia )	False
B_PER I_PER I_PER I_PER I_PER I_PER O O O O O O B_PER I_PER I_PER I_PER O O	Chief of Staff of the Army als auch der sechste Vorsitzende der Joint Chiefs of Staff war .	False
O O O O B_LOC O O O O O O B_LOC O O	Die Produktion wurde nach Südkorea verlegt , während der Firmensitz in Coventry blieb .	False
O O O O O B_ORG	Platz - > Aufstieg in Ekstraklasa	False
B_PER I_PER I_PER	Johan August Arfwedson	False
O O O O O O O O O O O O B_LOC O O	Das Ortszentrum liegt auf einer Höhe von und ist 12 Kilometer von Senica gelegen .	False
O O O B_ORG O O O O O	Beim de:3:0-Endspielsieg gegen Finnland debütierte er im Nationaljersey .	False
O O O O O O O B_LOC O B_LOC O	Sein letztes Lebensjahrzehnt verbrachte er in der niederländischen Stadt Leiden .	False
O O O B_LOC O O	*** ' '' Nordmark '' '	False
B_ORG I_ORG O O B_ORG I_ORG O O	Sporting Toulon D1 - Olympique Nîmes D2 de:1:0	False
B_ORG I_ORG I_ORG I_ORG	Regio-S-Bahn Bremen / Niedersachsen	False
O B_PER I_PER I_PER	WEITERLEITUNG Oliba de Besalú	False
B_PER I_PER B_PER I_PER I_PER	Jana Novotná Arantxa Sánchez Vicario	False
O B_ORG I_ORG I_ORG I_ORG	Weiterleitung Sachsenring ( Unternehmen )	False
O O O O O O O O B_ORG I_ORG I_ORG O B_ORG I_ORG O B_ORG I_ORG I_ORG O O	Musikalisch war die Gruppe von Künstlern wie den New York Dolls , The Stooges und The Rolling Stones beeinflusst .	False
B_ORG I_ORG O O B_ORG I_ORG O O	FC Nancy D1 - Olympique Alès D2 de:6:1	False
O O O O O O O O O O B_PER I_PER O	2006 spielte er im Vorprogramm auf der ''Back-Home-Tour '' von Eric Clapton .	False
O O O O O B_ORG O B_LOC O O	Seine Grabinschrift wurde in der Calixtus-Katakombe in Rom entdeckt .	False
B_PER I_PER I_PER I_PER I_PER	Eduard Julius Ludwig von Lewinski	False
O B_PER I_PER I_PER	WEITERLEITUNG Hector F. DeLuca	False
O O O O O O O O B_PER I_PER I_PER O O	Seine Amtszeit deckte wesentliche Teile der Regierungszeit von Napoleon III . ab .	False
O O O O O O O O O B_ORG O O	Er gehörte in der Folge während der Zeit des Ständestaates bzw .	False
O O O B_ORG I_ORG O O O	`` in die Lauretanische Litanei aufgenommen wird .	False
B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER	Carlo Mornati , Alessio Sartori , Niccolò Mornati , Lorenzo Carboncini	False
B_PER I_PER I_PER	Monrad Charles Wallgren	False
O O B_LOC O O	' '' Korea '' '	False
O O O O O O O O O O O O B_LOC O O	gestrichen , alle Zierteile und der Sockel sind aus naturbelassenem , gelbem Haardt gefertigt .	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Bündnis 90 / Die Grünen	False
O O B_PER I_PER O O O	Minute für Jürgen Klinsmann eingewechselt wurde .	False
O O B_PER I_PER B_PER I_PER O O	' '' Byron Black Alex O’Brien '' '	False
O O O O O B_PER I_PER O O	Der ursprüngliche Titelsong wird von Dennis Waterman gesungen .	False
B_PER I_PER I_PER O O O O O O O O B_PER B_PER O O O O O O O O O B_PER I_PER I_PER O O	Fujiwara no Kamatari , der hier beigesetzt ist , sich mit Tennō Tenji getroffen hat , um den Plan zum Sturz von Soga no Iruka auszuarbeiten .	False
O O O O O O O B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC O O	Zudem lief sie in den Finalspielen des UEFA Women’s Cup 2006 / 07 auf .	False
O O O B_ORG I_ORG I_ORG O O O O O O O O O O	Der ' '' Volleyball World Cup 1989 '' ' war die sechste Ausgabe des Wettbewerbs .	False
O O B_ORG I_ORG O O	' '' Fenerbahçe Istanbul '' '	False
O O O O O O B_LOC O	etwa 20 km östlich der Provinzhauptstadt Siliana .	False
O O O O O O B_LOC O O O O O O B_LOC O	Die Ortschaft liegt im Südwesten der Altmark , etwa 30 km nordöstlich von Wolfsburg .	False
O O O O O O O O O O O O O O O B_ORG I_ORG O O	Der Verein legte Revision ein und konnte einem Komplettausschluss der Zuschauer im ersten Heimspiel gegen Borussia Mönchengladbach entgehen .	False
O O O O O B_LOC O O	Für eine Weiterführung in Richtung Sachsen bzw .	False
B_PER I_PER I_PER I_PER O O O O B_PER O	Aulus Postumius Albus Regillensis ist seit dem Vorjahr Diktator .	False
O B_ORG I_ORG I_ORG	WEITERLEITUNG The Four Seasons	False
O O O O O B_ORG B_PER O O O O O O O O O O O	Dort erkennt er , dass Präsident Grant nur die Interessen der Eisenbahn- und Minenbetreiber im Auge hat .	False
O O B_LOC O O	' '' Kolumbien '' '	False
O O B_PER I_PER O O O B_ORG I_ORG O	' '' Kate Bush '' ' - Wuthering Heights ''	False
O O B_ORG I_ORG O O	' '' FC Everton '' '	False
B_PER I_PER I_PER	Alexander Jakowlewitsch Tairow	False
B_LOC B_ORG I_ORG I_ORG I_ORG	1965 KS 17 Nëntori Tirana	False
O O O O O O O B_ORG I_ORG O	Später wechselte er in die Jugend der PSV Eindhoven .	False
B_PER I_PER O O O O O O	St. Leonhard gab der Kapelle ihren Namen .	False
O O O O O O O O O O O O O O O O O B_PER I_PER O	Nachdem er im Halbfinale von einem Freilos profitieren konnte , trat er im Finale auf seinen Landsmann Sydney Evans .	False
O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O O	Im Sommer 2002 wechselte er zum Ligakonkurrenten HC Slovan Bratislava , wo er insgesamt vier Jahre lang spielte .	False
O B_PER O O O	geflohenen Loyalisten zu erreichen .	False
B_ORG I_ORG I_ORG	Cuba Gooding junior	False
B_ORG O O O	Sergey-Yesenin-Klasse , Projekt Q-065	False
O O O O O O O O O O O B_ORG I_ORG O O B_ORG I_ORG I_ORG I_ORG O O O	Es finanziert sich aus Spenden und hat unter anderem von der Europäischen Kommission und dem Entwicklungsprogramm der Vereinten Nationen Unterstützung erhalten .	False
O O O O B_PER I_PER O B_PER I_PER O O O O O	Ihm nachfolgende Komponisten wie Nicola Matteis und Henry Purcell übernahmen vielfach diese Art .	False
O O O O B_LOC O B_LOC O O O B_LOC O	Organisatorische Schwerpunkte lagen neben Berlin im Ruhrgebiet und im Raum Nürnberg .	False
O O B_PER I_PER O O O O O O O O O O O O	Spielminute für Thomas Müller eingewechselt und in der Nachspielzeit aus taktischen Gründen wieder ausgewechselt wurde .	False
O O O O O O B_LOC O O O O O O O O O O O O	Heute ist es zum Teil mit Grundwasser gefüllt ; der Wasserspiegel liegt nun 175 m unter der Erdoberfläche .	False
O O O O O B_ORG O O	Hierzu gehört die aus der Inkazeit bzw .	False
O O O B_LOC	Getreidefrucht , siehe Getreide	False
O O B_LOC O O O O	Fixpoetry-Verlag , Hamburg 2012 , ISBN 978-3-942890-11-3	False
O B_ORG O O O O O O O O B_LOC O B_LOC I_LOC O B_LOC O	Das Fachwerkhaus ' '' Meutersweg 4 '' ' steht in Korschenbroich im Rhein-Kreis Neuss in Nordrhein-Westfalen .	False
O O O O B_ORG I_ORG B_ORG O O O O O O O	Ein weiteres Cover , The Prodigys Firestarter '' , wurde als Bonustitel verwendet .	False
O O O B_LOC O O	*** ' '' Baden '' '	False
O O O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O	in den 1960er Jahren mit Pony Poindexter , Cecil Payne , Johnny Griffin und Dexter Gordon .	False
B_PER I_PER O O O O O O O	Ron Hill gewann den Lauf in de:2:16:47,8 h .	False
O O O O B_LOC O B_LOC O O B_ORG I_ORG O O	Der regionale Fährverkehr nach Nólsoy und Suðuroy wird von Strandfaraskip Landsins abgewickelt .	False
O O O O O O O B_PER I_PER O O O B_PER I_PER O	In dieser bis heute gebräuchlichen Synchronfassung bekam Gary Cooper die Stimme von Wolfgang Lukschy .	False
O B_ORG O O O O O B_ORG I_ORG I_ORG I_ORG O O O O O O O O	Der Kongress stellte eine Anfrage an die National Academy of Sciences , ob das Projekt überhaupt lohnend wäre .	False
O O O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC I_LOC I_LOC O B_LOC O	Die Nachbargemeinden sind Aviano , Brugnera , Budoia , Caneva , Polcenigo , Porcia , Roveredo in Piano und Sacile .	False
O O B_ORG O O	' '' Champa '' '	False
B_PER I_PER I_PER I_PER	José Vicente García Acosta	False
O B_PER I_PER I_PER I_PER	WEITERLEITUNG Toño ( Fußballspieler )	False
B_LOC O O O	Ostryopsis '' Decne .	False
O O O O O O O O O O O O B_ORG I_ORG O O O O O	Weiterhin gab es eine Ausstellung zum 40-jährigen Jubiläum des ersten Deutschlandkonzerts der Rolling Stones , das am 11 .	False
O O O B_LOC I_LOC O O	Er wurde am Wiener Zentralfriedhof bestattet .	False
O O B_ORG I_ORG O O O O O	Bei der UK Championship spielte er am 16 .	False
O O O O O O O O O O B_ORG I_ORG I_ORG O	Von 1999 bis 2007 spielte die erste Herren-Mannschaft in der Zweiten Bundesliga Nord .	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Schwedische Besitzungen an der Goldküste	False
B_PER I_PER I_PER I_PER I_PER	Jacques-Alexis Thuriot de la Rozière	False
B_PER I_PER I_PER I_PER I_PER	Pedro de Mena y Medrano	False
O B_LOC O O O O O O O	Nach Vienenburg führt die Strecke in Richtung Westen .	False
O O O O O B_LOC O B_ORG O	Dieser entstammte einem Zweig der schottischen Königsfamilie Stuart .	False
O O B_ORG O O O	Anlässlich der DVD-Veröffentlichung am 25 .	False
O O O O B_ORG O O O O O O O O O	Grundregeln sind unter einer Creative-Commons-Lizenz frei erhältlich , umfangreichere Ausarbeitungen sind jedoch kostenpflichtig .	False
O O O O B_ORG O O	Es weist eine rotviolette Flammenfärbung auf .	False
O O O O B_LOC O O B_LOC O O B_LOC O O O	Er fließt westlich von Fränkisch-Crumbach mit dem Güttersbach '' zum Crumbach '' zusammen .	False
O O O O O O O O O O O O O O O O O O O B_ORG I_ORG O	Mit ihm nahm die Band dann auch das zehnte Album ''Gemini '' auf , und man wechselte zum Label Motor Music .	False
O O B_LOC I_LOC O O B_ORG I_ORG I_ORG I_ORG O O O B_ORG I_ORG O	Unter dem Detroit River befindet sich ein Unterwasser-Tunnel für Kraftfahrzeuge , darüber die Ambassador Bridge .	False
O O B_LOC O O	' '' Liberia '' '	False
O O O O B_ORG O	2001 errichtete er den Grūtas-Park .	False
O O B_PER I_PER I_PER O O O	''Ausbildung bei Philipp Matthäus Hahn , Hofuhrmacher .	False
O O B_PER I_PER O O	' '' Gilles Simon '' '	False
B_PER I_PER I_PER I_PER I_PER	Peter Montgomery ( Mathematiker )	False
O O O O O O O O O O O O O O O B_ORG I_ORG O O	Begleitet wurde die Jubiläumswiesn von einem künstlerischen und kulturellen Rahmenprogramm , in dem beispielsweise die Biermösl Blosn auftrat .	False
O O O B_PER I_PER O O O O O O O O O	Zur Unterstützung rief Präsident Obama die erste Taskforce zu diesem Thema ins Leben .	False
O O B_PER I_PER O O	' '' Jérôme Pineau '' '	False
O O B_PER I_PER O O	' '' Pino Daniele '' '	False
O O O O O O O O O O B_LOC O O	Viele Erwerbstätige sind deshalb Wegpendler , die vor allem in Lausanne arbeiten .	False
O O O O O B_LOC O B_LOC O O O O O O O B_ORG I_ORG O O B_ORG I_ORG O O	Es folgten weitere Aufenthalte in Antwerpen und Amsterdam , wo er als Redakteur für das Algemeen Handelsblad und für Het Volk arbeitete .	False
O O O O O O O O O O B_ORG O O	Dort wurde er sofort Stammtorhüter und stieg 2002 in die Bundesliga auf .	False
O O O B_LOC O O	**** ' '' Wolfenbüttel '' '	False
O O O O O O B_LOC O O	Sein Wissen eignete er sich in Frankreich an .	False
O O B_PER I_PER I_PER	Grabmal des Hauptmanns von Köpenick	False
O O O O O O O O O O O O O B_LOC O	Von 1973 bis 2011 befand sich das Ziel auf dem ''Halsesteenweg '' in Meerbeke .	False
O O O O O O O B_ORG O O	Im selben Jahr trat er auch der NSDAP bei .	False
O B_PER I_PER O O O O O O O O O O O O O O O O O	Nachdem Carlos Huertas nach 19 Runden mit einem Schaden an der Lenkung aufgegeben hatte , begann die erste Boxenstoppphase .	False
O O O O O O B_PER I_PER O O O O O O O O	Während dieser Haft lernte er auch Joe Valachi kennen , als dieser dort am 15 .	False
B_PER I_PER O O	Peter Härtling , Fachjuror	False
O O O O B_ORG O O B_LOC I_LOC O	Sie entspringt dem gleichen Hochmoor wie die Schwarze Pockau .	False
O O O O O B_LOC O O B_LOC I_LOC I_LOC O	Sie liegt am Schnittpunkt des Bakonywalds und der Kleinen Ungarischen Tiefebene .	False
O O O O O O B_PER I_PER O O O O	Dennoch wolle man einen '' '' Eddie Murphy Typ '' '' .	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Buchholz ( bei Röbel )	False
B_LOC O O O O O O O O B_LOC O O O O	Schlettstatt liegt etwa zehn Kilometer südwestlich und der Großraum Straßburg 40 Kilometer nördlich .	False
O O O O O O B_ORG O	Heute steht an selber Stelle das Rheinenergiestadion .	False
O O O O B_PER I_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O	In den Hauptrollen agieren Helena Bonham Carter , Judy Davis , Rupert Graves und Helen Mirren .	False
O O B_LOC O O	' '' Norwegen '' '	False
B_ORG I_ORG O B_ORG I_ORG O	AC Amiens - SC Nîmes de:1:0	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Neues Museum ( Berlin )	False
O O B_ORG O O	' '' Heroman '' '	False
O B_LOC I_LOC O O O	- San Javier 395 Einw .	False
O O O O B_PER O O O O	Von seinen Werken ist Batman '' am bekanntesten .	False
B_LOC I_LOC I_LOC I_LOC	Cheyenne ( Wyoming )	False
O O B_LOC O O O O O O	' '' Toukola '' ' '' 'Majstad '' '	False
O O O O B_PER I_PER O O O O O O	Eine Zeit lang war Tom Hanks für die Hauptrolle im Gespräch .	False
